time,volume,moisture,temperature
2025-09-09 18:35:00,"0",78.5041841,20.5
2025-09-09 18:36:00,"0",78.45188285,20.5
2025-09-09 18:37:00,"0",78.55648536,20.5
2025-09-09 18:38:00,"0",78.39958159,20.5
2025-09-09 18:39:00,"0",78.55648536,20.5
2025-09-09 18:40:00,"0",78.45188285,20.5
2025-09-09 18:41:00,"0",78.45188285,20.5
2025-09-09 18:42:00,"0",78.45188285,20.5
2025-09-09 18:43:00,"0",78.39958159,20.5
2025-09-09 18:44:00,"0",78.45188285,20.5
2025-09-09 18:45:00,"0",78.39958159,20.5
2025-09-09 18:46:00,"0",78.34728033,20.5
2025-09-09 18:47:00,"0",78.45188285,20.5
2025-09-09 18:48:00,"0",78.39958159,20.5
2025-09-09 18:49:00,"0",78.45188285,20.5
2025-09-09 18:50:00,"0",78.34728033,20.5
2025-09-09 18:51:00,"0",78.39958159,20.5
2025-09-09 18:52:00,"0",78.39958159,20.5
2025-09-09 18:53:00,"0",78.45188285,20.5
2025-09-09 18:54:00,"0",78.45188285,20.5
2025-09-09 18:55:00,"0",78.34728033,20.5
2025-09-09 18:56:00,"0",78.34728033,20.5
2025-09-09 18:57:00,"0",78.45188285,20.5
2025-09-09 18:58:00,"0",78.45188285,20.5
2025-09-09 18:59:00,"0",78.34728033,20.4375
2025-09-09 19:00:00,"0",78.13807531,20.5
2025-09-09 19:01:00,"0",78.45188285,20.5
2025-09-09 19:02:00,"0",78.39958159,20.4375
2025-09-09 19:03:00,"0",78.34728033,20.4375
2025-09-09 19:04:00,"0",78.39958159,20.4375
2025-09-09 19:05:00,"0",78.34728033,20.4375
2025-09-09 19:06:00,"0",78.39958159,20.4375
2025-09-09 19:07:00,"0",78.39958159,20.4375
2025-09-09 19:08:00,"0",78.39958159,20.4375
2025-09-09 19:09:00,"0",78.34728033,20.4375
2025-09-09 19:10:00,"0",78.34728033,20.4375
2025-09-09 19:11:00,"0",78.39958159,20.4375
2025-09-09 19:12:00,"0",78.39958159,20.4375
2025-09-09 19:13:00,"0",78.34728033,20.4375
2025-09-09 19:14:00,"0",78.34728033,20.4375
2025-09-09 19:15:00,"0",78.39958159,20.4375
2025-09-09 19:16:00,"0",78.34728033,20.4375
2025-09-09 19:17:00,"0",78.34728033,20.4375
2025-09-09 19:18:00,"0",78.39958159,20.4375
2025-09-09 19:19:00,"0",78.39958159,20.4375
2025-09-09 19:20:00,"0",78.34728033,20.4375
2025-09-09 19:21:00,"0",78.34728033,20.4375
2025-09-09 19:22:00,"0",78.34728033,20.4375
2025-09-09 19:23:00,"0",78.39958159,20.4375
2025-09-09 19:24:00,"0",78.39958159,20.4375
2025-09-09 19:25:00,"0",78.34728033,20.4375
2025-09-09 19:26:00,"0",78.34728033,20.4375
2025-09-09 19:27:00,"0",78.45188285,20.4375
2025-09-09 19:28:00,"0",78.45188285,20.4375
2025-09-09 19:29:00,"0",78.39958159,20.4375
2025-09-09 19:30:00,"0",78.34728033,20.4375
2025-09-09 19:31:00,"0",78.34728033,20.4375
2025-09-09 19:32:00,"0",78.34728033,20.4375
2025-09-09 19:33:00,"0",78.39958159,20.4375
2025-09-09 19:34:00,"0",78.34728033,20.4375
2025-09-09 19:35:00,"0",78.34728033,20.4375
2025-09-09 19:36:00,"0",78.34728033,20.4375
2025-09-09 19:37:00,"0",78.34728033,20.4375
2025-09-09 19:38:00,"0",78.39958159,20.4375
2025-09-09 19:39:00,"0",78.34728033,20.4375
2025-09-09 19:40:00,"0",78.39958159,20.4375
2025-09-09 19:41:00,"0",78.34728033,20.4375
2025-09-09 19:42:00,"0",78.34728033,20.4375
2025-09-09 19:43:00,"0",78.34728033,20.4375
2025-09-09 19:44:00,"0",78.34728033,20.4375
2025-09-09 19:45:00,"0",78.45188285,20.4375
2025-09-09 19:46:00,"0",78.45188285,20.4375
2025-09-09 19:47:00,"0",78.5041841,20.4375
2025-09-09 19:48:00,"0",78.45188285,20.4375
2025-09-09 19:49:00,"0",78.45188285,20.4375
2025-09-09 19:50:00,"0",78.478033475,20.40625
2025-09-09 19:51:00,"0",78.5041841,20.4375
2025-09-09 19:52:00,"0",78.5041841,20.375
2025-09-09 19:53:00,"0",78.45188285,20.375
2025-09-09 19:54:00,"0",78.45188285,20.4375
2025-09-09 19:55:00,"0",78.45188285,20.4375
2025-09-09 19:56:00,"0",78.39958159,20.4375
2025-09-09 19:57:00,"0",78.34728033,20.4375
2025-09-09 19:58:00,"0",78.34728033,20.4375
2025-09-09 19:59:00,"0",78.34728033,20.375
2025-09-09 20:00:00,"0",78.34728033,20.375
2025-09-09 20:01:00,"0",78.34728033,20.4375
2025-09-09 20:02:00,"0",78.29497908,20.4375
2025-09-09 20:03:00,"0",78.45188285,20.375
2025-09-09 20:04:00,"0",78.29497908,20.375
2025-09-09 20:05:00,"0",78.34728033,20.375
2025-09-09 20:06:00,"0",78.39958159,20.375
2025-09-09 20:07:00,"0",78.34728033,20.375
2025-09-09 20:08:00,"0",78.13807531,20.375
2025-09-09 20:09:00,"0",78.29497908,20.375
2025-09-09 20:10:00,"0",78.34728033,20.375
2025-09-09 20:11:00,"0",78.34728033,20.375
2025-09-09 20:12:00,"0",78.34728033,20.375
2025-09-09 20:13:00,"0",78.29497908,20.375
2025-09-09 20:14:00,"0",78.34728033,20.375
2025-09-09 20:15:00,"0",78.19037657,20.375
2025-09-09 20:16:00,"0",78.34728033,20.375
2025-09-09 20:17:00,"0",78.34728033,20.375
2025-09-09 20:18:00,"0",78.34728033,20.375
2025-09-09 20:19:00,"0",78.34728033,20.375
2025-09-09 20:20:00,"0",78.34728033,20.375
2025-09-09 20:21:00,"0",78.29497908,20.375
2025-09-09 20:22:00,"0",78.34728033,20.375
2025-09-09 20:23:00,"0",78.34728033,20.375
2025-09-09 20:24:00,"0",78.29497908,20.375
2025-09-09 20:25:00,"0",78.34728033,20.375
2025-09-09 20:26:00,"0",78.34728033,20.375
2025-09-09 20:27:00,"0",78.34728033,20.375
2025-09-09 20:28:00,"0",78.34728033,20.375
2025-09-09 20:29:00,"0",78.34728033,20.375
2025-09-09 20:30:00,"0",78.34728033,20.375
2025-09-09 20:31:00,"0",78.13807531,20.375
2025-09-09 20:32:00,"0",78.34728033,20.375
2025-09-09 20:33:00,"0",78.39958159,20.375
2025-09-09 20:34:00,"0",78.34728033,20.375
2025-09-09 20:35:00,"0",78.34728033,20.375
2025-09-09 20:36:00,"0",78.45188285,20.375
2025-09-09 20:37:00,"0",78.39958159,20.375
2025-09-09 20:38:00,"0",78.34728033,20.375
2025-09-09 20:39:00,"0",78.34728033,20.375
2025-09-09 20:40:00,"0",78.34728033,20.375
2025-09-09 20:41:00,"0",78.39958159,20.375
2025-09-09 20:42:00,"0",78.45188285,20.375
2025-09-09 20:43:00,"0",78.39958159,20.375
2025-09-09 20:44:00,"0",78.45188285,20.375
2025-09-09 20:45:00,"0",78.34728033,20.375
2025-09-09 20:46:00,"0",78.39958159,20.375
2025-09-09 20:47:00,"0",78.45188285,20.375
2025-09-09 20:48:00,"0",78.45188285,20.375
2025-09-09 20:49:00,"0",78.45188285,20.375
2025-09-09 20:50:00,"0",78.34728033,20.375
2025-09-09 20:51:00,"0",78.39958159,20.375
2025-09-09 20:52:00,"0",78.34728033,20.375
2025-09-09 20:53:00,"0",78.34728033,20.375
2025-09-09 20:54:00,"0",78.34728033,20.375
2025-09-09 20:55:00,"0",78.34728033,20.375
2025-09-09 20:56:00,"0",78.34728033,20.375
2025-09-09 20:57:00,"0",78.39958159,20.375
2025-09-09 20:58:00,"0",78.34728033,20.375
2025-09-09 20:59:00,"0",78.34728033,20.375
2025-09-09 21:00:00,"0",78.34728033,20.375
2025-09-09 21:01:00,"0",78.29497908,20.375
2025-09-09 21:02:00,"0",78.13807531,20.375
2025-09-09 21:03:00,"0",78.29497908,20.375
2025-09-09 21:04:00,"0",78.34728033,20.375
2025-09-09 21:05:00,"0",78.34728033,20.3125
2025-09-09 21:06:00,"0",78.34728033,20.3125
2025-09-09 21:07:00,"0",78.29497908,20.375
2025-09-09 21:08:00,"0",78.34728033,20.375
2025-09-09 21:09:00,"0",78.34728033,20.375
2025-09-09 21:10:00,"0",78.29497908,20.3125
2025-09-09 21:11:00,"0",78.13807531,20.3125
2025-09-09 21:12:00,"0",78.1903765666667,20.3125
2025-09-09 21:13:00,"0",78.13807531,20.375
2025-09-09 21:37:00,"0",78.16422594,20.3125
2025-09-09 21:38:00,"0",78.34728033,20.3125
2025-09-09 21:39:00,"0",78.34728033,20.3125
2025-09-09 21:40:00,"0",78.13807531,20.3125
2025-09-09 21:41:00,"0",78.34728033,20.3125
2025-09-09 21:42:00,"0",78.34728033,20.3125
2025-09-09 21:43:00,"0",78.29497908,20.3125
2025-09-09 21:44:00,"0",78.34728033,20.3125
2025-09-09 21:45:00,"0",78.34728033,20.3125
2025-09-09 21:46:00,"0",78.34728033,20.3125
2025-09-09 21:47:00,"0",78.34728033,20.3125
2025-09-09 21:48:00,"0",78.34728033,20.3125
2025-09-09 21:49:00,"0",78.13807531,20.3125
2025-09-09 21:50:00,"0",78.34728033,20.3125
2025-09-09 21:51:00,"0",78.34728033,20.3125
2025-09-09 21:52:00,"0",78.34728033,20.3125
2025-09-09 21:53:00,"0",78.34728033,20.3125
2025-09-09 21:54:00,"0",78.29497908,20.3125
2025-09-09 21:55:00,"0",78.34728033,20.3125
2025-09-09 21:56:00,"0",78.34728033,20.3125
2025-09-09 21:57:00,"0",78.34728033,20.3125
2025-09-09 21:58:00,"0",78.34728033,20.3125
2025-09-09 21:59:00,"0",78.34728033,20.3125
2025-09-09 22:00:00,"0",78.34728033,20.3125
2025-09-09 22:01:00,"0",78.34728033,20.3125
2025-09-09 22:02:00,"0",78.29497908,20.3125
2025-09-09 22:03:00,"0",78.39958159,20.3125
2025-09-09 22:04:00,"0",78.34728033,20.3125
2025-09-09 22:05:00,"0",78.39958159,20.3125
2025-09-09 22:06:00,"0",78.39958159,20.3125
2025-09-09 22:07:00,"0",78.34728033,20.3125
2025-09-09 22:08:00,"0",78.29497908,20.3125
2025-09-09 22:09:00,"0",78.34728033,20.3125
2025-09-09 22:10:00,"0",78.39958159,20.3125
2025-09-09 22:11:00,"0",78.39958159,20.3125
2025-09-09 22:12:00,"0",78.45188285,20.3125
2025-09-09 22:13:00,"0",78.39958159,20.3125
2025-09-09 22:14:00,"0",78.45188285,20.3125
2025-09-09 22:15:00,"0",78.39958159,20.3125
2025-09-09 22:16:00,"0",78.34728033,20.3125
2025-09-09 22:17:00,"0",78.34728033,20.3125
2025-09-09 22:18:00,"0",78.34728033,20.3125
2025-09-09 22:19:00,"0",78.39958159,20.3125
2025-09-09 22:20:00,"0",78.39958159,20.3125
2025-09-09 22:21:00,"0",78.39958159,20.3125
2025-09-09 22:22:00,"0",78.34728033,20.3125
2025-09-09 22:23:00,"0",78.34728033,20.3125
2025-09-09 22:24:00,"0",78.39958159,20.3125
2025-09-09 22:25:00,"0",78.34728033,20.3125
2025-09-09 22:26:00,"0.717777778",78.34728033,20.3125
2025-09-09 22:27:00,"0",78.34728033,20.3125
2025-09-09 22:31:00,"0.7",78.39958159,20.3125
2025-09-09 22:32:00,"0",78.39958159,20.3125
2025-09-09 22:33:00,"0",78.45188285,20.25
2025-09-09 22:34:00,"0",78.45188285,20.3125
2025-09-09 22:35:00,"0",78.39958159,20.3125
2025-09-09 22:36:00,"0",78.45188285,20.3125
2025-09-09 22:37:00,"0",78.39958159,20.3125
2025-09-09 22:38:00,"0",78.39958159,20.3125
2025-09-09 22:39:00,"0",78.39958159,20.3125
2025-09-09 22:40:00,"0",78.45188285,20.3125
2025-09-09 22:41:00,"0",78.45188285,20.3125
2025-09-09 22:42:00,"0",78.5041841,20.3125
2025-09-09 22:43:00,"0",78.34728033,20.3125
2025-09-09 22:44:00,"0",78.45188285,20.3125
2025-09-09 22:45:00,"0",78.45188285,20.3125
2025-09-09 22:46:00,"0",78.45188285,20.3125
2025-09-09 22:47:00,"0",78.45188285,20.3125
2025-09-09 22:48:00,"0",78.34728033,20.3125
2025-09-09 22:49:00,"0",78.42573222,20.3125
2025-09-09 22:50:00,"0",78.45188285,20.3125
2025-09-09 22:51:00,"0",78.45188285,20.3125
2025-09-09 22:52:00,"0",78.45188285,20.3125
2025-09-09 22:53:00,"0",78.45188285,20.25
2025-09-09 22:54:00,"0",78.39958159,20.3125
2025-09-09 22:55:00,"0",78.39958159,20.3125
2025-09-09 22:56:00,"0",78.5041841,20.25
2025-09-09 22:57:00,"0",78.45188285,20.25
2025-09-09 22:58:00,"0",78.45188285,20.25
2025-09-09 22:59:00,"0",78.45188285,20.25
2025-09-09 23:00:00,"0",78.45188285,20.25
2025-09-09 23:01:00,"0",78.45188285,20.25
2025-09-09 23:02:00,"0",78.45188285,20.25
2025-09-09 23:03:00,"0",78.45188285,20.3125
2025-09-09 23:04:00,"0",78.60878661,20.25
2025-09-09 23:05:00,"0",78.45188285,20.25
2025-09-09 23:06:00,"0",78.45188285,20.25
2025-09-09 23:07:00,"0",78.45188285,20.25
2025-09-09 23:08:00,"0",78.5041841,20.25
2025-09-09 23:09:00,"0",78.5041841,20.25
2025-09-09 23:10:00,"0",78.45188285,20.25
2025-09-09 23:11:00,"0",78.45188285,20.25
2025-09-09 23:12:00,"0",78.45188285,20.25
2025-09-09 23:13:00,"0",78.45188285,20.25
2025-09-09 23:14:00,"0",78.45188285,20.25
2025-09-09 23:15:00,"0",78.55648536,20.25
2025-09-09 23:16:00,"0",78.45188285,20.25
2025-09-09 23:17:00,"0",78.5041841,20.25
2025-09-09 23:18:00,"0",78.55648536,20.25
2025-09-09 23:19:00,"0",78.45188285,20.25
2025-09-09 23:20:00,"0",78.5041841,20.25
2025-09-09 23:21:00,"0",78.45188285,20.25
2025-09-09 23:22:00,"0",78.5041841,20.25
2025-09-09 23:23:00,"0",78.45188285,20.25
2025-09-09 23:24:00,"0",78.45188285,20.25
2025-09-09 23:25:00,"0",78.5041841,20.25
2025-09-09 23:26:00,"0",78.5041841,20.25
2025-09-09 23:27:00,"0",78.39958159,20.25
2025-09-09 23:28:00,"0",78.45188285,20.25
2025-09-09 23:29:00,"0",78.45188285,20.25
2025-09-09 23:30:00,"0",78.45188285,20.25
2025-09-09 23:31:00,"0",78.5041841,20.25
2025-09-09 23:32:00,"0",78.45188285,20.25
2025-09-09 23:33:00,"0",78.5041841,20.25
2025-09-09 23:34:00,"0",78.45188285,20.25
2025-09-09 23:35:00,"0",78.5041841,20.25
2025-09-09 23:36:00,"0",78.5041841,20.25
2025-09-09 23:37:00,"0",78.45188285,20.25
2025-09-09 23:38:00,"0",78.5041841,20.25
2025-09-09 23:39:00,"0",78.5041841,20.25
2025-09-09 23:40:00,"0",78.45188285,20.25
2025-09-09 23:41:00,"0",78.5041841,20.25
2025-09-09 23:42:00,"0",78.45188285,20.25
2025-09-09 23:43:00,"0",78.45188285,20.25
2025-09-09 23:44:00,"0",78.45188285,20.25
2025-09-09 23:45:00,"0",78.55648536,20.25
2025-09-09 23:46:00,"0",78.55648536,20.25
2025-09-09 23:47:00,"0",78.5041841,20.25
2025-09-09 23:48:00,"0",78.5041841,20.25
2025-09-09 23:49:00,"0",78.55648536,20.25
2025-09-09 23:50:00,"0",78.45188285,20.25
2025-09-09 23:51:00,"0",78.55648536,20.25
2025-09-09 23:52:00,"0",78.55648536,20.25
2025-09-09 23:53:00,"0",78.55648536,20.25
2025-09-09 23:54:00,"0",78.45188285,20.25
2025-09-09 23:55:00,"0",78.45188285,20.25
2025-09-09 23:56:00,"0",78.55648536,20.25
2025-09-09 23:57:00,"0",78.55648536,20.25
2025-09-09 23:58:00,"0",78.55648536,20.25
2025-09-09 23:59:00,"0",78.55648536,20.25
2025-09-10 00:00:00,"0",78.55648536,20.25
2025-09-10 00:01:00,"0",78.55648536,20.25
2025-09-10 00:02:00,"0",78.5041841,20.25
2025-09-10 00:03:00,"0",78.45188285,20.25
2025-09-10 00:04:00,"0",78.55648536,20.25
2025-09-10 00:05:00,"0",78.55648536,20.25
2025-09-10 00:06:00,"0",78.5041841,20.25
2025-09-10 00:07:00,"0",78.55648536,20.25
2025-09-10 00:08:00,"0",78.55648536,20.25
2025-09-10 00:09:00,"0",78.55648536,20.25
2025-09-10 00:10:00,"0",78.55648536,20.25
2025-09-10 00:11:00,"0",78.5041841,20.25
2025-09-10 00:12:00,"0",78.5041841,20.25
2025-09-10 00:13:00,"0",78.55648536,20.25
2025-09-10 00:14:00,"0",78.55648536,20.25
2025-09-10 00:15:00,"0",78.55648536,20.25
2025-09-10 00:16:00,"0",78.55648536,20.25
2025-09-10 00:17:00,"0",78.5041841,20.25
2025-09-10 00:18:00,"0",78.55648536,20.1875
2025-09-10 00:19:00,"0",78.5041841,20.25
2025-09-10 00:20:00,"0",78.45188285,20.1875
2025-09-10 00:21:00,"0",78.5041841,20.25
2025-09-10 00:22:00,"0",78.55648536,20.1875
2025-09-10 00:23:00,"0",78.55648536,20.1875
2025-09-10 00:24:00,"0",78.5041841,20.25
2025-09-10 00:25:00,"0",78.55648536,20.1875
2025-09-10 00:26:00,"0",78.55648536,20.1875
2025-09-10 00:27:00,"0",78.55648536,20.1875
2025-09-10 00:28:00,"0",78.45188285,20.25
2025-09-10 00:29:00,"0",78.55648536,20.25
2025-09-10 00:30:00,"0",78.55648536,20.1875
2025-09-10 00:31:00,"0",78.55648536,20.25
2025-09-10 00:32:00,"0",78.55648536,20.25
2025-09-10 00:33:00,"0",78.55648536,20.1875
2025-09-10 00:34:00,"0",78.55648536,20.1875
2025-09-10 00:35:00,"0",78.5041841,20.1875
2025-09-10 00:36:00,"0",78.55648536,20.1875
2025-09-10 00:37:00,"0",78.60878661,20.1875
2025-09-10 00:38:00,"0",78.66108787,20.1875
2025-09-10 00:39:00,"0",78.66108787,20.1875
2025-09-10 00:40:00,"0",78.55648536,20.1875
2025-09-10 00:41:00,"0",78.55648536,20.1875
2025-09-10 00:42:00,"0",78.55648536,20.1875
2025-09-10 00:43:00,"0",78.55648536,20.1875
2025-09-10 00:44:00,"0",78.55648536,20.1875
2025-09-10 00:45:00,"0",78.55648536,20.1875
2025-09-10 00:46:00,"0",78.66108787,20.1875
2025-09-10 00:47:00,"0",78.55648536,20.1875
2025-09-10 00:48:00,"0",78.55648536,20.1875
2025-09-10 00:49:00,"0",78.55648536,20.1875
2025-09-10 00:50:00,"0",78.55648536,20.1875
2025-09-10 00:51:00,"0",78.55648536,20.1875
2025-09-10 00:52:00,"0",78.60878661,20.1875
2025-09-10 00:53:00,"0",78.55648536,20.1875
2025-09-10 00:54:00,"0",78.60878661,20.1875
2025-09-10 00:55:00,"0",78.66108787,20.1875
2025-09-10 00:56:00,"0",78.60878661,20.1875
2025-09-10 00:57:00,"0",78.60878661,20.1875
2025-09-10 00:58:00,"0",78.60878661,20.1875
2025-09-10 00:59:00,"0",78.55648536,20.1875
2025-09-10 01:00:00,"0",78.55648536,20.1875
2025-09-10 01:01:00,"0",78.66108787,20.1875
2025-09-10 01:02:00,"0",78.66108787,20.1875
2025-09-10 01:03:00,"0",78.66108787,20.1875
2025-09-10 01:04:00,"0",78.55648536,20.1875
2025-09-10 01:05:00,"0",78.60878661,20.1875
2025-09-10 01:06:00,"0",78.55648536,20.1875
2025-09-10 01:07:00,"0",78.60878661,20.1875
2025-09-10 01:08:00,"0",78.66108787,20.1875
2025-09-10 01:09:00,"0",78.66108787,20.1875
2025-09-10 01:10:00,"0",78.66108787,20.1875
2025-09-10 01:11:00,"0",78.60878661,20.1875
2025-09-10 01:12:00,"0",78.60878661,20.1875
2025-09-10 01:13:00,"0",78.60878661,20.1875
2025-09-10 01:14:00,"0",78.76569038,20.1875
2025-09-10 01:15:00,"0",78.66108787,20.1875
2025-09-10 01:16:00,"0",78.66108787,20.1875
2025-09-10 01:17:00,"0",78.66108787,20.1875
2025-09-10 01:18:00,"0",78.66108787,20.1875
2025-09-10 01:19:00,"0",78.66108787,20.1875
2025-09-10 01:20:00,"0",78.55648536,20.1875
2025-09-10 01:21:00,"0",78.66108787,20.1875
2025-09-10 01:22:00,"0",78.71338912,20.1875
2025-09-10 01:23:00,"0",78.66108787,20.1875
2025-09-10 01:24:00,"0",78.71338912,20.1875
2025-09-10 01:25:00,"0",78.71338912,20.1875
2025-09-10 01:26:00,"0",78.71338912,20.1875
2025-09-10 01:27:00,"0",78.66108787,20.1875
2025-09-10 01:28:00,"0",78.71338912,20.1875
2025-09-10 01:29:00,"0",78.76569038,20.1875
2025-09-10 01:30:00,"0",78.76569038,20.1875
2025-09-10 01:31:00,"0",78.71338912,20.1875
2025-09-10 01:32:00,"0",78.71338912,20.1875
2025-09-10 01:33:00,"0",78.66108787,20.1875
2025-09-10 01:34:00,"0",78.66108787,20.1875
2025-09-10 01:35:00,"0",78.66108787,20.1875
2025-09-10 01:36:00,"0",78.71338912,20.1875
2025-09-10 01:37:00,"0",78.71338912,20.1875
2025-09-10 01:38:00,"0",78.71338912,20.1875
2025-09-10 01:39:00,"0",78.76569038,20.1875
2025-09-10 01:40:00,"0",78.66108787,20.1875
2025-09-10 01:41:00,"0",78.76569038,20.1875
2025-09-10 01:42:00,"0",78.66108787,20.1875
2025-09-10 01:43:00,"0",78.76569038,20.1875
2025-09-10 01:44:00,"0",78.66108787,20.1875
2025-09-10 01:45:00,"0",78.71338912,20.125
2025-09-10 01:46:00,"0",78.71338912,20.1875
2025-09-10 01:47:00,"0",78.66108787,20.1875
2025-09-10 01:48:00,"0",78.76569038,20.1875
2025-09-10 01:49:00,"0",78.76569038,20.125
2025-09-10 01:50:00,"0",78.76569038,20.125
2025-09-10 01:51:00,"0",78.87029289,20.1875
2025-09-10 01:52:00,"0",78.81799163,20.1875
2025-09-10 01:53:00,"0",78.76569038,20.1875
2025-09-10 01:54:00,"0",78.81799163,20.125
2025-09-10 01:55:00,"0",78.76569038,20.125
2025-09-10 01:56:00,"0",78.76569038,20.125
2025-09-10 01:57:00,"0",78.81799163,20.125
2025-09-10 01:58:00,"0",78.87029289,20.125
2025-09-10 01:59:00,"0",78.87029289,20.125
2025-09-10 02:00:00,"0",78.76569038,20.125
2025-09-10 02:01:00,"0",78.76569038,20.125
2025-09-10 02:02:00,"0",78.76569038,20.125
2025-09-10 02:03:00,"0",78.76569038,20.125
2025-09-10 02:04:00,"0",78.81799163,20.125
2025-09-10 02:05:00,"0",78.76569038,20.125
2025-09-10 02:06:00,"0",78.87029289,20.125
2025-09-10 02:07:00,"0",78.76569038,20.125
2025-09-10 02:08:00,"0",78.76569038,20.125
2025-09-10 02:09:00,"0",78.81799163,20.125
2025-09-10 02:10:00,"0",78.76569038,20.125
2025-09-10 02:11:00,"0",78.87029289,20.125
2025-09-10 02:12:00,"0",78.76569038,20.125
2025-09-10 02:13:00,"0",78.76569038,20.125
2025-09-10 02:14:00,"0",78.76569038,20.125
2025-09-10 02:15:00,"0",78.81799163,20.125
2025-09-10 02:16:00,"0",78.87029289,20.125
2025-09-10 02:17:00,"0",78.87029289,20.125
2025-09-10 02:18:00,"0",78.87029289,20.125
2025-09-10 02:19:00,"0",78.87029289,20.125
2025-09-10 02:20:00,"0",78.81799163,20.125
2025-09-10 02:21:00,"0",78.87029289,20.125
2025-09-10 02:22:00,"0",78.87029289,20.125
2025-09-10 02:23:00,"0",78.87029289,20.125
2025-09-10 02:24:00,"0",78.92259414,20.125
2025-09-10 02:25:00,"0",78.87029289,20.125
2025-09-10 02:26:00,"0",78.87029289,20.125
2025-09-10 02:27:00,"0",78.9748954,20.125
2025-09-10 02:28:00,"0",78.92259414,20.125
2025-09-10 02:29:00,"0",78.87029289,20.125
2025-09-10 02:30:00,"0",78.87029289,20.125
2025-09-10 02:31:00,"0",78.87029289,20.125
2025-09-10 02:32:00,"0",78.87029289,20.125
2025-09-10 02:33:00,"0",78.87029289,20.125
2025-09-10 02:34:00,"0",78.87029289,20.125
2025-09-10 02:35:00,"0",78.92259414,20.125
2025-09-10 02:36:00,"0",78.9748954,20.125
2025-09-10 02:37:00,"0",78.87029289,20.125
2025-09-10 02:38:00,"0",78.9748954,20.125
2025-09-10 02:39:00,"0",78.9748954,20.125
2025-09-10 02:40:00,"0",78.9748954,20.125
2025-09-10 02:41:00,"0",78.9748954,20.125
2025-09-10 02:42:00,"0",78.9748954,20.125
2025-09-10 02:43:00,"0",78.9748954,20.125
2025-09-10 02:44:00,"0",78.92259414,20.125
2025-09-10 02:45:00,"0",78.92259414,20.125
2025-09-10 02:46:00,"0",78.92259414,20.125
2025-09-10 02:47:00,"0",78.9748954,20.125
2025-09-10 02:48:00,"0",78.9748954,20.125
2025-09-10 02:49:00,"0",78.9748954,20.125
2025-09-10 02:50:00,"0",78.92259414,20.125
2025-09-10 02:51:00,"0",78.9748954,20.125
2025-09-10 02:52:00,"0",78.9748954,20.125
2025-09-10 02:53:00,"0",78.9748954,20.125
2025-09-10 02:54:00,"0",78.9748954,20.125
